id,description
6DpItqEj,Continue the last world or server you played from the title screen. An updated continuation of the original mod for 1.19+
t6BIRVZn,Some new blocks to build with
4WJZr8JU,"Adds a seed market with a search bar and a scrolling grid, and more farming utilities."
ldWHqZwQ,Overhauls the origin selection screen to show multiple in a grid for selection.
SsIkH9rZ,A customizable food group-based nutrition and diet system.
gHvKJofA,This mod adapts all the features from old Minecraft Legacy Console edition
vTvnv7qp,Library for GTNH
k68glP2e,"Enjoy a seamless modpack installation process and effortless updates with a user-friendly solution that simplifies management, making your gaming experience a breeze."
wPfV83mL,MAtmos is a sound atmosphere generator for Minecraft.
TvL1V8O5,A Fabric/Quilt mod that removes the recipe button from the players inventory
7mLhyqIY,Creates a Waypoint in Xaero's Minimap & World Map when activate a Waystone
J0HWRWq5,"Thaumcraft 4 addon to fix UI deficiency, performance issues and minor bugs."
ZXOYCX2A,"A remake of the mod BetterFurnaces, with even faster furnaces"
yp1R2apI,"Compatibility module for BuildCraft. NOT included in buildcraft in earlier versions (buildcraft-version.jar or buildcraft-version-main.jar), IS included in buildcraft-version-all.jar)"
F3kLpGw6,8 New Dimensions ♦ 115+ New Mobs/Bosses ♦ Hundreds of New Blocks and Items ♦ Unique Weapons and Armor
hmD6rrUJ,Expanding Minecraft Thermally! A server-friendly and content-rich blend of magic and technology!
LPuJjiQz,"When a Legendary and/or Shiny Pokemon shows up, a message is broadcast to all players on the server."
RWVRgj8Z,This datapack add text on top of your hotbar that will count the day realtime.
ZbFzEauY,Packed Up allows you to pack up all your things into new amazing Backpacks!
Xtpwas3W,A completely new vanilla like village in minecraft Cherry Grove biome!
IsCR9XVF,Addon pack for BetterVanillaBuilding that adds back overlays for grass/dirt/sand etc.
muMBBXxC,Adds compatibility between Gregtech 4 and Uncomplications
xDjN28OB,An addon to Origins loosely inspired by the original mod.
YHdR6hMt,Open enchanted books like written books to read their description and lore. 
L51gT4Cp,A Dimensional Blacklist addon for Dynamic Lights
4ueVo9s5,Improvements to redstone displays
uxLAKWU8,Corn addon of Farmer's Delight
DT56YDir,"Better enchantments! Use them on all tools and weapons. Infinity crossbow, or looting trident anyone?"
AtT9wm5O,A compatibility bridge between Curios API or Trinkets API and dynamic light mods such as Lucent or LambDynamicLights. Formerly known as Curious Lights.
9IxCUYAP,More and better mineshafts to explore
PmwWNPV6,"Technical Electrical is a 1.20 sandbox style NeoForge modpack about relaxing and having fun alone or with friends! Build, Destroy or Control the world, with tech or magic! (Includes Public Dedicated Server!)"
OrtjXTCH,Fabric port of the forge mod chalk by mortuusars with some additions 
3rc31Hgo,A full-feature minecraft mod about harnessing the powers of color 
T9FDHbY5,Overlay a timer on the Vanilla status effect HUD icons
9rlXSyLg,Extra more crates and bags for Farmer's Delight that will save you storage.
oTcSRMh7,Star Blocks for WarpDrive
PE656UHx,A Fabric Minecraft mod that enhances the game's HUD by introducing customizable elements and features to display information.
ZnmdXAk2,The classic Minecraft space mod
QRYqnI15,"Extending the inventory ""physically"" (adding slots) through various bags."
yI6ANuOK,A compatibility mod to record Simple Voice Chat with ReplayMod
Gapz72zt,The cleanest Minecraft experience (no hacks included).
HfNmMQ9E,"An optional resourcepack for all of Stardust Labs' projects. Adds localizations and minimap biome name fixes, as well as textures for Incendium."
s7pMb898,A mod that adds a variety of new light sources to Minecraft!
WQC4Wtzw,New Mojang logo and loading screen in 1.12
krxPuhWb,Adds over 80 unique enchantments to your server and more! 
cKitwCSu,Attepted fix for critical bug in forge that occasionally resets tile entities
hmAeYRJT,✔️ Disables mob spawners whenever they are surrounded by 5 torches.
imK2WHF5,Bocchi the Rock! Custom GUI Pack
Lh7ROUhC,Gives certain mobs the ability to jump over things
cUhi3iB2,"Monitor your server's performance in the tab menu, boss bar, and action bar"
qMxbM4BQ,Farmer's Delight add-on for miners
rBLdeT3n,"Plutonium, pulverisers, and pointed sticks: war never changes."
w1AXlLHd,"This mod makes chickens, cows, pigs, rabbits, sheep, and villagers fight back!"
DPkbo3dg,🐉 A minimalistic mod that makes the Ender Dragon drop an elytra on death.
N2XKPu4u,Client-side Mod that adds the number of bees and the level of honey in the bee nest and the hive
f12ixI8d,A dark and dreary place of eternal night.
GwNdY4Sy,"A customizable single-player world (LAN) server with an independent GUI Minecrft Mod, supporting 1.7.2-1.20.x versions"
LSmohupN,"A 16x, medieval-fantasy take on Minecraft."
VYRu7qmG,See what's lagging your server.
16olY6M5,Use Optifine/ConnectedTextureMod format let some things glow or emissive for vanilla.
rEuzehyH,Search for an item in nearby inventories
6pcjc08X,"💥 Harvesting coal should be dangerous, now it is!"
sc2Pektv,Adds vanilla+ weaponry - no extra fluff or sparkles
ta5dy0aA,A Reimagined Vision of Minecraft
IpnJiCsh,adds a new dimension accessed via the ancient cities in the deep dark biome
c85whkNB,🖼 Easily cycle through placed paintings by right-clicking them with another painting in hand.
KPKUwUP5,Quality of Life mods curated by the Gensokyo Reimagined Team to improve your experience on the server!
gzruRGfo,A power generation mod for Minecraft
72GXx2MO,Emojis in minecraft
1MyOrwfu,"Nautilus 3D is a Minecraft Resource-pack, mainly focused on 3D-Models with a vanilla style."
EcH8taup,Adds a new complex entity to hunt you down...
1DgT4iww,Break fully grown crops by right-clicking them
nEIVEFEF,"Removes Fog from minecraft! Works with any version of the game.

Does not require OptiFine/Sodium

Finally, clear sight. Ready to find those fortresses."
kNEVW1RJ,Sleep Rework is a mod designed to fix some issues with Vanilla sleep mechanics
118OmVLd,The Man From The Fog made for Fabric
CcxcmoLQ,Shows your player nametag in the Inventory and third person view!
29RFArLV,Let's you know if your lead breaks!
bQrcYNc5,A resource pack that makes ores emissive.
xui2VukE,"A modern recreation of Advanced Combat from scratch, for Forge, Fabric and Quilt"
MNgLmnvM,Thermal Technology marches on. Adds Thermal-style tools and equipment!
jKFstkn1,"🐷 Makes Piglins and Hoglins be able to survive in the overworld, unless they're weakened."
wbgfS34j,Fancy building blocks
7jWoiyQp,Giving Project Red Pipes a Thaumcraft 4 feel
DbtUGm3z,"Ever wanted to see these revived giants blending in your cold settlement?

Now, Sniffer will be covered in snow during Snowstorm, and much more!"
fJUppOop,Fork of Overloaded Armor Bar for 1.7.10
sdSn3wvy,"Modify all the things, then do it again! Fabric port of Tinkers' Construct"
8tSjJyMS,Makes snowballs stronger.
5IovSY3u,A Fabric mod / BungeeCord plugin that uses RakNet to improve multiplayer experience significantly under unreliable and rate-limited connections.
GwyFsKOX,360 degree third person view
uJt1qseH,Adds connected textures to Minecraft
IK1wshSh,Caches opened containers and allows you to search through them via an in-game menu.
YP9DjOvN,"Modular tools, weapons and equipment. Exploration and ancient technology."
BUIMWY7q,various torches that increase the tick rates of tile entities
jnkd7LkJ,"Displays the timer with Speedrun RTA, IGT in Minecraft"
OCJRPujW,Just a mod about useful items with unique mechanics :3
Z4Z5ccuT,An addon mod for Refined Storage.
J5NAzRqK,Sit anywhere!
QfFf8zde,"In an ancient and mystical kingdom, where legends come to life, you will face epic creatures and forgotten gods."
HWHl8Evb,Library of utilities used in all of my mods.
NIDdwWhd,This mod adds the Fennec fox to the game.
UR0ocuEt,Adds suggestions for NBT tags in commands
FsygnwFm,Visible Ores is a Minecraft texture pack designed to improve the mining experience by making it easier and faster to locate ores.
AWGqBEjs,An adventure focused mod inspired by the One Piece manga
5beJoehw,Thermal gets Agrarian!
equ26Hrh,"A very small, simple mod that adds a protein drop from each frog variant, including additional food recipes and froglight block variants."
GtMli81M,This is a mod that adds more Vanilla styled food to the game.
a8nz2nHG,Retrocomputing in Minecraft
OQ8To4FT,A flexible Disenchanter because loot shouldn't go to waste
E9MuZ1zB,A Create mod add-on adding immersive chunk loaders.
5edtQ4at,Elytra Trims additions for other packs out there
nkTZHOLD,An API that supports different mod loaders and is the basis of mods like Factocrafty
jcn9RURP,"Fix MC-70850, an invisible chunks issue brought back to MC1.18+ by Sodium."
9KZOe6HD,Moving Elevators adds real Elevators to Minecraft!
kYt0MSgT,A Backpack mod where Aesthetics meet Functionality. Overhauls Minecraft's inventory with one simple-to-use feature.
5GZUvxmB,This mod allows you to use looting on a bow and allows mending and infinity to be on the same bow.
EIT1cuHa,A collection of modular enhancements to vanilla biomes and structures!
qeEEslrN,An addon to Quark containing thoughtfully designed features for players to build around
jxuxsA0D,Fixes some annoying bugs in the Minecraft client
xVY2l4TW,Bring the terrors from The Five Nights at Freddy's Universe into Minecraft
ku4JD9TH,"A new difficulty, where hostile mobs get stronger the longer you play, featuring a powerful config menu. With stronger stats and new abilities, are you able to prepare before it’s too late?"
cMpxLYTx,"Free, open-source, and community-driven translations for ALL Minecraft mods."
ItmVb4zY,A side-mod for Cobblemon to add Pokémon breeding early.
enYiOcBu,Wandering Traders trade lost items back to the player.
Oi0Vgvgn,This is a cobblemon added dedicated for only pokemon from the Alola Region
rJvxBgdw,"A complete and highly atmospheric soundtrack, immersion and lore expansion, with a few new items and structures to boot."
O3HDffUR,Adds monster hordes invasions and zombie infection.
fRAVnRE7,"This mod makes some wood products and similar wood products that cannot be used as fuel in the original version become fuel again, and adds fuel expansion."
EM9fahS3,Simple library mod for in-game guide creation
Kaov2qgi,Never get annoyed by villagers again!
KknnracL,Sweeping compatible with the Fire Aspect!
boh1JJow,Combine all the tools into the Multitool
rqTgDmc8,Allows you to set render resolutions and take large screenshots.
UHjbX5mk,Gugle's Carpet Addition
FimwF33K,Reduce stuttering when generating new chunks
VoVJ47kN,Adds over 900 new advancements to your Minecraft world
CzM6C1W0,Adds slime armor and items with cool abilities
Glp1bwYc,"Allows simple control over water, nether and terrain fog"
sk4iFZGy,A datapack/mod to remove the intro message that appears with Terralith.
ABIMzABM,Revive your friends.
WXDPjSZb,"A simple mod for more fps. In fact, as many fps as you want."
Eq6sm3Pa,It's just another modpack making Minecraft's gameplay more RPG like
IRfoIXHf,"Makes mobs react to indirect damage sources, like fire or lava."
fvd7vyoL,Adds the copper golem from the 2021 Minecon Mob Vote 
MO1ODvmm,"An expansion onto the existing foodstuffs in Minecraft with intricate, well-made additions."
mB8GNQWO,A library mod for DarkKronicle's mods
3mW8PdUo,A basic mod that displays your Coordinates on the In-game HUD.
lS8sHS85,Why not having an edgeless chat screen?
htaRjgnu,A mod allows you to lead on more entities.
KoP5DUTS,"Prevents random chicken egg laying. Instead, breeding chickens produces eggs."
o4Wx4DUB,Unofficial port of Blur Fabric on the Forge
18ztUZP5,"Nbt data in json recipes! Cauldron recipes, brewing recipes and a hella lot more!"
1wDWP1tN,"This mod has been revived by the GregTech New Horizons team, with the official blessing of TheKentington."
88wXyA9p,My Dress-Up Darling Custom GUI Pack
DNuNq5bb,Standalone Splinter version of Dungeons and Taverns Ancient City Overhaul
pnBtlkdI,Obtain Legendary Pokemon in Survival!
